WigleWifi-1.4,appRelease=2.26,model=yishay,release=5.0.1,device=ja3g,display=LRX22C.I9500XXUHOI1,board=universal5410,brand=samsung,,,
f0:b0:52:be:61:c7,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,40,-86,32.10494886,35.20655854,744.5554634,48,WIFI
42501_10072_480148,012 Mobile,HSDPA;il,09/11/2017 15:13,0,-81,32.10494886,35.20655854,744.5554634,48,GSM
f0:b0:52:3e:d0:08,Ariel_University,[ESS],09/11/2017 15:13,6,-67,32.10495185,35.20655664,744.311775,32,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,48,-74,32.10495185,35.20655664,744.311775,32,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,36,-84,32.10495185,35.20655664,744.311775,32,WIFI
f0:b0:52:be:d0:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,36,-88,32.10495185,35.20655664,744.311775,32,WIFI
f0:b0:52:be:cc:77,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:14,44,-53,32.10495186,35.20655663,743.9202212,24,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:14,44,-69,32.10495186,35.20655663,743.6829859,24,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 15:14,6,-49,32.10495271,35.20655644,743.4277003,16,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],09/11/2017 15:14,11,-76,32.10495271,35.20655644,743.4277003,16,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 15:14,36,-81,32.10495399,35.20655618,743.1490446,16,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 15:14,11,-73,32.10495391,35.20654529,736.7626235,16,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],09/11/2017 15:14,6,-88,32.10495391,35.20654529,736.7626235,16,WIFI
f0:b0:52:be:d0:07,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:14,44,-80,32.10495391,35.20654529,736.4481187,16,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 15:14,1,-64,32.10496724,35.20654571,732.4589458,16,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],09/11/2017 15:14,1,-88,32.10496724,35.20654571,732.4589458,16,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:15,44,-63,32.10495951,35.2066385,717.4533587,16,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 15:16,1,-76,32.10495387,35.206681,712.6385242,16,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:16,44,-60,32.10495387,35.206681,712.2740163,24,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 15:19,6,-49,32.10503583,35.20668903,695.714272,16,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 15:19,48,-66,32.10508067,35.20665328,694.6017503,24,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],09/11/2017 15:19,44,-57,32.10508067,35.20665328,694.6017503,24,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:19,48,-66,32.10508067,35.20665328,694.6017503,24,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 15:19,48,-47,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 15:19,1,-58,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 15:19,36,-74,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],09/11/2017 15:19,44,-49,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:19,36,-74,32.10510365,35.2066401,693.6804215,24,WIFI
b0:e2:35:d0:bb:a0,gili,[WPA2-PSK-CCMP][ESS],09/11/2017 15:19,6,-88,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:c7:8c,Ariel_University,[ESS],09/11/2017 15:19,56,-88,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],09/11/2017 15:19,40,-83,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 15:19,11,-49,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],09/11/2017 15:19,6,-88,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:19,48,-46,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],09/11/2017 15:19,36,-86,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 15:19,48,-41,32.10510365,35.2066401,693.6804215,24,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],09/11/2017 15:19,1,-76,32.10510365,35.2066401,693.6804215,24,WIFI
42501_10072_470805,012 Mobile,HSDPA;il,09/11/2017 15:19,0,-81,32.10510365,35.2066401,693.6804215,24,GSM
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 15:19,11,-40,32.10513086,35.20666455,693.3575937,24,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],09/11/2017 15:19,36,-77,32.10513086,35.20666455,693.3575937,24,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:19,36,-86,32.10513086,35.20666455,693.3575937,24,WIFI
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],09/11/2017 15:20,36,-88,32.10513086,35.20666455,692.7638225,200,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 15:20,1,-70,32.10513086,35.20666455,692.7638225,200,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 16:02,11,-35,32.10524082,35.20668349,670.3577587,192,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],09/11/2017 16:02,11,-88,32.10524082,35.20668349,670.3577587,192,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:02,48,-37,32.10524082,35.20668349,670.3577587,192,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 16:02,6,-76,32.10524082,35.20668349,670.3577587,192,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],01/01/1970 02:00,11,-88,32.09473956,35.20487486,0,12.32373428,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],01/01/1970 02:00,11,-88,32.09589415,35.20507372,0,12.32373428,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 16:02,11,-29,32.10524082,35.20668349,670.3577587,192,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 16:23,48,-49,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],09/11/2017 16:23,44,-71,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 16:23,1,-68,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 16:23,1,-80,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 16:23,6,-80,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 16:23,36,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 16:23,44,-88,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,44,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],09/11/2017 16:23,1,-86,32.10568206,35.20739074,669.6450348,250,WIFI
8e:be:be:07:c6:50,sagi geffen,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 16:23,6,-83,32.10568206,35.20739074,669.6450348,250,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,7,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],09/11/2017 16:23,44,-90,32.10568206,35.20739074,669.6450348,250,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],09/11/2017 16:23,6,-89,32.10568206,35.20739074,669.6450348,250,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 16:23,11,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,44,-72,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,36,-87,32.10568206,35.20739074,669.6450348,250,WIFI
42501_10072_516797,012 Mobile,HSDPA;il,09/11/2017 16:23,0,-71,32.10568206,35.20739074,669.6450348,250,GSM
8e:be:be:07:c6:50,sagi geffen,[WPA2-PSK-CCMP][WPS][ESS],01/01/1970 02:00,6,-86,32.0976897,35.19686099,0,91.83544922,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-83,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-86,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-74,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-87,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-52,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-88,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-80,32.10209928,35.2026705,0,91.83544922,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],01/01/1970 02:00,1,-89,32.10209928,35.2026705,0,91.83544922,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-49,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-42,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-74,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-80,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-74,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-74,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-85,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-52,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-88,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-80,32.10265047,35.20339669,0,91.83544922,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],01/01/1970 02:00,1,-89,32.10265047,35.20339669,0,91.83544922,WIFI
8e:be:be:07:c6:50,sagi geffen,[WPA2-PSK-CCMP][WPS][ESS],01/01/1970 02:00,6,-89,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10265047,35.20339669,0,91.83544922,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-48,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-36,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-73,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-62,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-74,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-80,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-73,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-87,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-52,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-88,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-86,32.10347727,35.20448598,0,91.83544922,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],01/01/1970 02:00,1,-89,32.10347727,35.20448598,0,91.83544922,WIFI
8e:be:be:07:c6:50,sagi geffen,[WPA2-PSK-CCMP][WPS][ESS],01/01/1970 02:00,6,-89,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-86,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],01/01/1970 02:00,11,-89,32.10347727,35.20448598,0,91.83544922,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-50,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-38,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-71,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-68,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-80,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-80,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-73,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-50,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-89,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-86,32.10430406,35.20557526,0,91.83544922,WIFI
8e:be:be:07:c6:50,sagi geffen,[WPA2-PSK-CCMP][WPS][ESS],01/01/1970 02:00,6,-83,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-86,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],01/01/1970 02:00,11,-89,32.10430406,35.20557526,0,91.83544922,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-89,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-90,32.10430406,35.20557526,0,91.83544922,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10430406,35.20557526,0,91.83544922,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10430406,35.20557526,0,91.83544922,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-89,32.10430406,35.20557526,0,91.83544922,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-50,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-38,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-70,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-68,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-80,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-77,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-50,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-89,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-86,32.10513086,35.20666455,0,91.83544922,WIFI
8e:be:be:07:c6:50,sagi geffen,[WPA2-PSK-CCMP][WPS][ESS],01/01/1970 02:00,6,-83,32.10513086,35.20666455,0,91.83544922,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-89,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-90,32.10513086,35.20666455,0,91.83544922,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10513086,35.20666455,0,91.83544922,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],01/01/1970 02:00,6,-89,32.10513086,35.20666455,0,91.83544922,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-89,32.10513086,35.20666455,0,91.83544922,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 16:23,48,-49,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 16:23,11,-38,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],09/11/2017 16:23,44,-71,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 16:23,1,-68,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 16:23,1,-80,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 16:23,6,-83,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 16:23,36,-88,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 16:23,44,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,48,-49,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,44,-88,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],09/11/2017 16:23,1,-86,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],09/11/2017 16:23,44,-90,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,44,-72,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,36,-87,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],09/11/2017 16:23,11,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 16:23,1,-59,32.10568206,35.20739074,669.6450348,250,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],09/11/2017 16:23,13,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],09/11/2017 16:23,36,-89,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],09/11/2017 16:23,1,-86,32.10568206,35.20739074,669.6450348,250,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 16:23,6,-89,32.10567967,35.2073598,669.6435739,200,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 16:23,1,-74,32.10565225,35.20727046,669.644651,200,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 16:23,11,-89,32.10565225,35.20727046,669.644651,200,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 16:23,6,-89,32.10565225,35.20727046,669.644651,200,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],09/11/2017 16:23,11,-89,32.10559625,35.20719825,669.6373561,192,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 16:23,6,-77,32.10555612,35.20715197,669.6162346,128,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,09/11/2017 16:24,0,-71,32.10542369,35.20698144,669.5731324,128,GSM
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 16:24,6,-80,32.10535969,35.20687585,669.5146676,128,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],09/11/2017 16:24,6,-83,32.10535969,35.20687585,669.5146676,128,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],09/11/2017 16:24,1,-80,32.10535969,35.20687585,669.5146676,128,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-49,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-39,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-72,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-68,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-74,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-80,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-89,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-86,32.09361039,35.20064662,0,65.02658081,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],01/01/1970 02:00,11,-89,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-90,32.09361039,35.20064662,0,65.02658081,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-89,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-88,32.09361039,35.20064662,0,65.02658081,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-50,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-41,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-70,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-71,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-80,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-80,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-85,32.09468206,35.20120643,0,65.02658081,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.09468206,35.20120643,0,65.02658081,WIFI
